0,0,1.000000
0,1,0.326548
0,2,0.024117
0,3,-0.180768
0,4,0.246734
0,5,0.153987
0,6,0.163827
0,7,-0.152936
0,8,0.333154
0,9,0.127176
0,10,-0.319750
0,11,0.015563
0,12,-0.039416
0,13,0.408503
0,14,0.386362
0,15,-0.153361
0,16,-0.125863
0,17,0.041891
0,18,-0.182487
0,19,-0.043186
0,20,-0.351097
0,21,-0.287259
0,22,-0.300220
0,23,-0.284489
0,24,0.476813
0,25,-0.406549
0,26,0.283082
0,27,-0.104697
0,28,0.125759
0,29,0.056556
0,30,-0.343665
0,31,0.123367
0,32,-0.120195
0,33,-0.178913
0,34,-0.108916
0,35,0.268085
0,36,0.160567
0,37,-0.184385
0,38,-0.228741
0,39,0.142550
0,40,-0.013957
0,41,-0.024933
0,42,-0.286377
0,43,-0.228720
0,44,0.267761
0,45,-0.319619
0,46,0.208512
0,47,0.147905
0,48,-0.162619
0,49,0.013231
0,50,-0.141223
0,51,-0.230401
0,52,0.069440
0,53,0.186557
0,54,-0.246899
0,55,-0.039442
0,56,-0.026417
0,57,-0.075236
0,58,-0.147837
0,59,0.260149
0,60,0.121247
0,61,0.629803
0,62,0.332005
0,63,-0.265884
0,64,-0.432427
0,65,-0.014599
0,66,0.000000
0,67,0.268464
0,68,0.017578
0,69,0.009326
0,70,0.048374
0,71,-0.087145
0,72,0.122733
0,73,0.032258
0,74,0.231067
0,75,-0.214315
0,76,-0.326875
0,77,-0.437961
0,78,0.020295
0,79,-0.026498
0,80,0.058472
0,81,-0.293132
0,82,-0.006425
0,83,-0.391144
0,84,-0.163318
0,85,0.033488
0,86,-0.184307
0,87,-0.172821
0,88,-0.081953
0,89,-0.389533
0,90,-0.136643
0,91,-0.336326
0,92,0.005366
0,93,0.033544
0,94,-0.182985
0,95,-0.164106
0,96,-0.011942
0,97,0.015340
0,98,-0.163318
0,99,-0.164492
0,100,-0.289817
0,101,-0.362919
0,102,-0.219230
0,103,0.235395
0,104,-0.080797
0,105,-0.123689
0,106,0.135498
0,107,-0.186272
0,108,0.018034
0,109,-0.588733
0,110,0.335853
0,111,0.000000
0,112,-0.101516
0,113,-0.226145
0,114,0.046655
0,115,-0.421031
0,116,-0.167697
0,117,-0.277141
0,118,0.196906
0,119,-0.302542
0,120,0.097266
0,121,-0.100852
0,122,-0.235146
0,123,0.001660
0,124,0.240495
0,125,-0.062831
0,126,-0.231367
0,127,0.226095
0,128,-0.165462
0,129,-0.101108
0,130,0.053229
0,131,-0.101108
0,132,-0.310018
0,133,0.031005
0,134,0.278679
0,135,-0.173507
0,136,0.271886
0,137,-0.098520
0,138,0.251018
0,139,-0.099254
0,140,0.271886
0,141,-0.345503
0,142,0.150055
0,143,-0.416915
0,144,-0.201921
0,145,-0.215383
0,146,-0.143335
0,147,0.384142
0,148,-0.168839
0,149,0.118899
0,150,-0.363899
0,151,0.084346
0,152,0.511138
0,153,-0.220936
0,154,0.273640
0,155,0.018887
0,156,0.084896
0,157,0.232018
0,158,0.071572
0,159,-0.160479
0,160,-0.218213
0,161,-0.220838
0,162,0.090118
0,163,0.153125
0,164,-0.048393
0,165,0.281870
0,166,-0.194624
0,167,0.377750
0,168,0.106560
0,169,-0.467103
0,170,-0.106787
0,171,0.158721
0,172,0.047673
0,173,-0.139968
0,174,-0.130277
0,175,-0.120852
0,176,0.088578
0,177,-0.056681
0,178,0.310633
0,179,-0.643870
0,180,0.160549
0,181,0.216973
0,182,-0.234612
0,183,0.099234
0,184,0.156492
0,185,-0.151093
0,186,0.306686
0,187,-0.153504
0,188,-0.115673
0,189,0.151218
0,190,-0.223063
0,191,-0.156519
0,192,0.241673
0,193,0.390369
0,194,0.065550
0,195,-0.022399
0,196,-0.216125
0,197,-0.152158
0,198,0.124045
0,199,-0.029555
1,1,1.000000
1,2,-0.288989
1,3,-0.131662
1,4,0.217075
1,5,0.133336
1,6,-0.004838
1,7,-0.180844
1,8,0.165498
1,9,0.180078
1,10,-0.168638
1,11,-0.181416
1,12,0.195464
1,13,0.269126
1,14,0.081969
1,15,-0.159159
1,16,-0.416665
1,17,0.159012
1,18,-0.022882
1,19,0.157910
1,20,0.317938
1,21,0.344436
1,22,0.341837
1,23,0.216909
1,24,0.157849
1,25,-0.377344
1,26,0.541060
1,27,-0.054537
1,28,0.236218
1,29,0.253654
1,30,-0.353157
1,31,-0.122643
1,32,0.233967
1,33,-0.442725
1,34,-0.008685
1,35,-0.030244
1,36,0.319998
1,37,-0.681265
1,38,0.067172
1,39,-0.000069
1,40,0.351527
1,41,0.537621
1,42,0.184347
1,43,-0.129732
1,44,0.167969
1,45,0.150450
1,46,0.020150
1,47,0.434454
1,48,0.027294
1,49,-0.176534
1,50,-0.234633
1,51,-0.595102
1,52,0.014207
1,53,-0.431058
1,54,-0.172439
1,55,-0.027433
1,56,-0.049199
1,57,0.374998
1,58,-0.068763
1,59,0.363255
1,60,0.196824
1,61,-0.017615
1,62,0.175309
1,63,-0.083729
1,64,-0.061062
1,65,0.477156
1,66,0.000000
1,67,0.401699
1,68,0.313182
1,69,0.119858
1,70,-0.420584
1,71,-0.193981
1,72,0.285494
1,73,-0.085862
1,74,-0.229073
1,75,-0.013214
1,76,-0.182133
1,77,-0.244971
1,78,-0.098213
1,79,-0.213759
1,80,-0.385599
1,81,-0.755838
1,82,-0.268429
1,83,-0.381212
1,84,0.020698
1,85,-0.412826
1,86,0.303318
1,87,-0.617546
1,88,-0.241520
1,89,-0.165091
1,90,-0.343841
1,91,-0.270005
1,92,-0.255524
1,93,0.082039
1,94,-0.333250
1,95,-0.035375
1,96,-0.358136
1,97,-0.257605
1,98,-0.286274
1,99,-0.431940
1,100,0.240055
1,101,-0.105640
1,102,-0.211704
1,103,0.169089
1,104,0.278853
1,105,-0.229236
1,106,-0.227161
1,107,-0.512548
1,108,-0.074480
1,109,-0.234689
1,110,0.348582
1,111,0.000000
1,112,-0.198037
1,113,-0.321373
1,114,-0.058206
1,115,-0.307279
1,116,-0.143139
1,117,0.114409
1,118,-0.092645
1,119,-0.416173
1,120,0.035748
1,121,-0.368117
1,122,-0.434077
1,123,-0.451777
1,124,0.022228
1,125,-0.368212
1,126,-0.050493
1,127,0.276962
1,128,-0.243513
1,129,-0.386524
1,130,-0.181772
1,131,-0.386524
1,132,-0.359733
1,133,-0.159734
1,134,-0.216932
1,135,-0.442761
1,136,-0.180844
1,137,-0.181538
1,138,0.289210
1,139,-0.761696
1,140,-0.180844
1,141,-0.216605
1,142,-0.308023
1,143,-0.346286
1,144,0.128550
1,145,-0.246825
1,146,-0.308463
